accuracy,f1_macro,f1_weighted,feature_count,feature_set,precision_macro,recall_macro,train_seconds
0.504601226993865,0.4679159914042529,0.5080292964853736,17,A_basic,0.46868375748990065,0.531118622265477,1.933749199999511
0.5168711656441718,0.4665226355143557,0.5233106330635614,21,B_basic_temporal,0.4679085054643789,0.5167674748679462,2.282480100000612
0.5276073619631901,0.4874487149923838,0.5311472210674685,25,C_basic_temporal_burst,0.4887087082943572,0.5367382858937247,2.8113306000013836
0.5322085889570553,0.4846697895730593,0.5467452017777169,39,D_all_features,0.48691173756615364,0.531845309958315,2.9002328000005946
