sample_id,platform,environment,scene,app_name,capture_file,label,notes,source_ip,destination_ip,transport_protocol,destination_port,protocol,dst_port,domain,flow_id,packet_count,byte_count,duration,is_background,filter_reason,source_group
Android_tiktok_000552,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.2,173.252.108.21,TCP,443,TCP,443,chatgpt.com,c453492c5228530c,5,330,15.003036,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000553,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,111.13.110.151,172.20.10.3,TCP,38104,TCP,38104,,84f7d382804d0042,6,359,0.051576,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_tiktok_000554,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,111.13.110.151,172.20.10.3,TCP,38100,TCP,38100,,c68987b1186bcd15,6,359,0.060526,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_tiktok_000555,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2409:8c04:1007:a00c:3::1f,TCP,443,TCP,443,saveu.zijieapi.com,709c28d23a149a40,2,161,0.059475,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000556,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2408:4001:f00::173,TCP,443,TCP,443,dualstack-arestapi.amap.com,9acf723a81fd9eb9,3,282,3.006328,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000557,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2001::4b7e:96d2,TCP,443,TCP,443,chatgpt.com,538e00b64eba8c19,5,430,15.003606,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000558,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.2,173.252.108.21,TCP,443,TCP,443,chatgpt.com,0b4ee83d5e4445b5,5,330,15.004203,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000559,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,111.13.104.59,172.20.10.3,TCP,51732,TCP,51732,,34b00ea4c162cdaa,6,359,0.049848,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_tiktok_000584,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,117.161.15.82,TCP,443,TCP,443,ecom5-normal.ecombdapi.com,60a094860d8ce644,25,7809,0.300663,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000585,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2408:871a:3001:3005::3,TCP,443,TCP,443,audid.umeng.com,753a91485ca3446d,4,376,7.022125,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000588,mobile,direct,video,tiktok,tiktok.pcapng,video,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,v5-se-bd-daily-cold.douyinvod.com,ab3f73d7dbb24ceb,2,511,0.030535,false,target_domain_or_tls_dns_related,Android
Android_tiktok_000589,mobile,direct,video,tiktok,tiktok.pcapng,video,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,v5-se-bd-daily-cold.douyinvod.com,9d26753824a6bf0f,2,475,0.027481,false,target_domain_or_tls_dns_related,Android
Android_tiktok_000590,mobile,direct,video,tiktok,tiktok.pcapng,video,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:902:2::78dd:8829,TCP,443,TCP,443,v5-se-bd-daily-cold.douyinvod.com,6d711a0e3b68353a,1,94,0.0,false,target_domain_or_tls_dns_related,Android
Android_tiktok_000591,mobile,direct,video,tiktok,tiktok.pcapng,video,,172.20.10.3,111.6.247.100,UDP,53,UDP,53,p26.douyinpic.com,0362f5dd56e201f2,2,816,0.047063,false,target_domain_or_tls_dns_related,Android
Android_tiktok_000592,mobile,direct,video,tiktok,tiktok.pcapng,video,,172.20.10.3,120.221.136.41,TCP,443,TCP,443,v5-se-bd-daily-cold.douyinvod.com,49b64cb822e50fbd,278,331068,2.787228,false,target_domain_or_tls_dns_related,Android
Android_tiktok_000593,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,183.201.248.49,172.20.10.3,TCP,36598,TCP,36598,,cf70517ad4b1d1ae,4,295,0.037952,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_tiktok_000594,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,111.13.110.145,172.20.10.3,TCP,40184,TCP,40184,middledata.ldmnq.com,82cdfff6dd4f3e7c,6,359,0.041377,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000595,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c04:1006:3004::4,TCP,443,TCP,443,adiu.amap.com,f0989b419996795b,4,376,7.020137,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000596,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.2,111.13.110.176,TCP,443,TCP,443,ldapi.ldmnq.com,51ee7be24b4ec91b,26,8386,8.145757,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000597,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,59.82.132.217,TCP,443,TCP,443,dualstack-arestapi.amap.com,54a96208dde27563,24,7619,0.280125,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000599,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.2,111.132.45.196,TCP,443,TCP,443,ldres.ldmnq.com,b594ecfe8cdb1251,97,68653,0.295108,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000600,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.2,111.13.110.145,TCP,443,TCP,443,middledata.ldmnq.com,3ed0f063fcae3e4f,25,8691,8.210655,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000602,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,111.13.104.59,172.20.10.3,TCP,51736,TCP,51736,,e7a4723358b30f16,10,624,7.408556,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_tiktok_000605,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,222.186.185.159,TCP,443,TCP,443,hx8le5521nmqj.v1d.pkoplink.com,ddf6cf480c64d178,2587,3003927,1.099063,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000606,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.6.247.100,UDP,53,UDP,53,lf-dy-sourcecdn-tos.bytegecko.com,6f0d40dd3c035b95,2,240,0.033813,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000607,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.132.45.196,TCP,443,TCP,443,ldres.ldmnq.com,44371b92a3c4c0a7,109,107862,0.326916,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000608,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.132.45.196,TCP,443,TCP,443,ldres.ldmnq.com,689a883847c20e21,53,46683,0.277462,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000609,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.132.45.196,TCP,443,TCP,443,ldres.ldmnq.com,47e9fc6f9be36cf2,50,38493,0.451876,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000610,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.132.45.196,TCP,443,TCP,443,ldres.ldmnq.com,1ddb00ba87cf181a,38,26298,0.377083,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000611,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.132.45.196,TCP,443,TCP,443,ldres.ldmnq.com,d78da3f76521bf8c,83,80614,0.421143,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000612,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.132.45.196,TCP,443,TCP,443,ldres.ldmnq.com,7f4de260ea7d8a4a,31,21459,0.289178,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000613,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,111.13.110.143,172.20.10.3,TCP,44240,TCP,44240,,86db2df318306c30,10,624,7.688845,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_tiktok_000616,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2001::4b7e:96d2,TCP,443,TCP,443,chatgpt.com,6fbe31b7b00c2b05,4,344,7.001796,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000617,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.2,173.252.108.21,TCP,443,TCP,443,chatgpt.com,cde712056e730c39,4,264,7.001206,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000618,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.6.247.100,UDP,53,UDP,53,lf3-infras.bytetos.com,6d3344a3e6b5be93,2,498,0.040766,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000619,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8702:48a8:201:3::b,TCP,443,TCP,443,lf3-infras.bytetos.com,314527d7c81ebbfb,1,94,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000620,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8702:48a8:201:3::b,TCP,443,TCP,443,lf3-infras.bytetos.com,3a7a86a78ee6ebfb,1,94,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000621,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.62.31.141,TCP,443,TCP,443,lf3-infras.bytetos.com,cf4165f685b65a6f,138,120658,0.215568,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000622,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.62.31.141,TCP,443,TCP,443,lf3-infras.bytetos.com,4f1ed6cb030a1efe,12,1946,0.107359,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000628,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.2,202.89.233.101,TCP,443,TCP,443,cn.bing.com,bbe1125cf13bafd9,20,13031,0.124941,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000629,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2408:871a:3001:3007::3,TCP,443,TCP,443,audid.umeng.com,c9b22cd125442e62,3,282,3.008861,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000630,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2603:1030:40c:e::1,TCP,443,TCP,443,,9712fb8027eca212,3,437,0.302123,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_tiktok_000631,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2603:1020:5:9::402,TCP,443,TCP,443,,0286fa80dc836e50,5,700,0.926677,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_tiktok_000633,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.6.247.100,UDP,53,UDP,53,n98-lf-webcast-cdn-tos-ncdn.bytegecko.com,bff1c18cfd6a7ad1,1,112,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000634,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2001::4b7e:96d2,TCP,443,TCP,443,chatgpt.com,3730b1bc99661602,1,86,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000635,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2001::4b7e:96d2,TCP,443,TCP,443,chatgpt.com,8c8c3070b6b67356,1,86,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000636,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,211.90.25.201,UDP,53,UDP,53,n98-lf-webcast-cdn-tos-ncdn.bytegecko.com,f1fabc9fb362e0e9,2,268,0.057267,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000637,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2408:871a:2800:8:8000:0:b00:18,TCP,443,TCP,443,n98-lf-webcast-cdn-tos-ncdn.bytegecko.com,acfa01d50605cd14,1,94,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000638,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.2,173.252.108.21,TCP,443,TCP,443,chatgpt.com,d1f9ca7c9f4f729d,1,66,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000639,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.2,173.252.108.21,TCP,443,TCP,443,chatgpt.com,153a59657bfbf097,1,66,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000640,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2408:871a:2800:8:8000:0:b00:18,TCP,443,TCP,443,n98-lf-webcast-cdn-tos-ncdn.bytegecko.com,6ea0490f80ced511,1,94,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000641,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,110.242.67.14,TCP,443,TCP,443,n98-lf-webcast-cdn-tos-ncdn.bytegecko.com,7e9851c637781181,21,9635,0.184128,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000642,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.6.247.100,UDP,53,UDP,53,1e10adc3949ba59abbmit7j4cmo7ynjjkox42osug2q.dahhxxttxs.com,a1e005cfc0a16f44,2,274,0.032309,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000643,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,111.132.42.5,TCP,8889,TCP,8889,1e10adc3949ba59abbmit7j4cmo7ynjjkox42osug2q.dahhxxttxs.com,473c3f364c986310,658,626779,0.292475,unknown,domain_not_in_target_or_background_rules,Android
Android_tiktok_000644,mobile,direct,video,tiktok,tiktok.pcapng,video,retained_uncertain_for_review,172.20.10.3,110.242.67.14,TCP,443,TCP,443,n98-lf-webcast-cdn-tos-ncdn.bytegecko.com,b8295e1788eabe80,9,1568,0.144951,unknown,domain_not_in_target_or_background_rules,Android
PC_browse_000001,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,116.130.224.11,TCP,443,TCP,443,,6887651379f3b433,26,9808,0.378629,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
PC_browse_000004,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,119.188.173.191,TCP,80,TCP,80,aqqmusic.tc.qq.com,7912db12b9208bf5,11,1637,0.165956,unknown,domain_not_in_target_or_background_rules,PC
PC_browse_000005,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,222.135.153.138,TCP,80,TCP,80,ws6.stream.qqmusic.qq.com,4f278d3db8ba9700,11,1643,0.453596,unknown,domain_not_in_target_or_background_rules,PC
PC_browse_000006,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,119.188.173.191,TCP,80,TCP,80,ws.stream.qqmusic.qq.com,e0ebab1a4d0f11e6,11,1643,0.456778,unknown,domain_not_in_target_or_background_rules,PC
PC_browse_000007,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,39.156.8.198,TCP,80,TCP,80,aqqmusic.tc.qq.com,ebb3404c866bbb67,11,1634,0.454252,unknown,domain_not_in_target_or_background_rules,PC
PC_browse_000008,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,103.213.5.44,172.20.10.2,TCP,59170,TCP,59170,,84e5339c9e90328e,16,6183,40.744427,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
PC_browse_000012,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,2409:8900:9981:83f2:19ba:4250:fe8:b678,2a03:2880:f10f:83:face:b00c:0:25de,TCP,443,TCP,443,ws.chatgpt.com,cb393955e0ee9bea,5,430,15.000246,unknown,domain_not_in_target_or_background_rules,PC
PC_browse_000013,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,103.240.182.55,TCP,443,TCP,443,ws.chatgpt.com,1dee5c4584eb0567,5,330,15.00291,unknown,domain_not_in_target_or_background_rules,PC
PC_browse_000014,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,103.213.5.44,172.20.10.2,TCP,59169,TCP,59169,,eb7fc86c390e5a0c,18,6079,19.672107,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
PC_browse_000019,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,103.213.5.44,TCP,20067,TCP,20067,,1e702dcdee17d24f,49,15781,31.601367,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
PC_browse_000021,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,www.bing.com,dc53cfd771987392,2,184,30.005144,false,target_domain_or_tls_dns_related,PC
PC_browse_000022,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,www.bing.com,d92d46cce01e0e6e,2,261,0.043808,false,target_domain_or_tls_dns_related,PC
PC_browse_000023,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,www.bing.com,11d0f82f19453f19,2,293,0.043636,false,target_domain_or_tls_dns_related,PC
PC_browse_000024,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,browser.events.data.msn.com,cb5d8f265564f1f5,2,214,30.003316,false,target_domain_or_tls_dns_related,PC
PC_browse_000025,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,browser.events.data.msn.com,be5b12abe4de3edd,2,328,0.072901,false,target_domain_or_tls_dns_related,PC
PC_browse_000026,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,browser.events.data.msn.com,4278f5450a210b07,2,344,0.132512,false,target_domain_or_tls_dns_related,PC
PC_browse_000027,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,c.msn.com,0bbdbb3c51479b58,4,394,30.005495,false,target_domain_or_tls_dns_related,PC
PC_browse_000028,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,c.msn.com,73df8b57a02c6103,2,334,0.052897,false,target_domain_or_tls_dns_related,PC
PC_browse_000029,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,c.msn.com,30e2ba35312f8723,2,322,0.054458,false,target_domain_or_tls_dns_related,PC
PC_browse_000033,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,assets.msn.com,7302887687d86805,2,188,30.005384,false,target_domain_or_tls_dns_related,PC
PC_browse_000034,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,assets.msn.com,80ed1c25d902a395,2,468,0.0449,false,target_domain_or_tls_dns_related,PC
PC_browse_000035,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,assets.msn.com,7a59cb8af29cecdf,2,472,0.045443,false,target_domain_or_tls_dns_related,PC
PC_browse_000039,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,172.20.10.2,202.89.233.100,TCP,443,TCP,443,www.bing.com,4e10dde271bbb328,28,19825,0.215484,false,target_domain_or_tls_dns_related,PC
PC_browse_000040,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,13.226.69.7,TCP,443,TCP,443,sb.scorecardresearch.com,ba993e922206c629,28,12352,0.67923,unknown,domain_not_in_target_or_background_rules,PC
PC_browse_000041,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,2409:8900:9981:83f2:19ba:4250:fe8:b678,2603:1061:14:186::1,TCP,443,TCP,443,c.msn.com,2fb610a280a221ca,47,23014,32.417449,false,target_domain_or_tls_dns_related,PC
PC_browse_000042,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,2409:8900:9981:83f2:19ba:4250:fe8:b678,2600:1413:a000::17d2:fa52,TCP,443,TCP,443,assets.msn.com,9611543a75db6757,42,19379,36.75387,false,target_domain_or_tls_dns_related,PC
PC_browse_000043,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,172.20.10.2,104.208.16.92,TCP,443,TCP,443,browser.events.data.msn.com,89dbe28385a9f411,139,45800,36.269523,false,target_domain_or_tls_dns_related,PC
PC_browse_000044,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,172.20.10.2,104.208.16.92,TCP,443,TCP,443,browser.events.data.msn.com,566574fdb931514e,198,152568,6.32582,false,target_domain_or_tls_dns_related,PC
PC_browse_000045,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,edge.microsoft.com,36e132f199688eba,2,196,30.002957,false,target_domain_or_tls_dns_related,PC
PC_browse_000046,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,edge.microsoft.com,52e295925e4c3fd4,2,320,0.04769,false,target_domain_or_tls_dns_related,PC
PC_browse_000047,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,fe80::3415:2b26:f77e:6a63,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,edge.microsoft.com,ebd0953747bebc8f,2,296,0.048972,false,target_domain_or_tls_dns_related,PC
PC_browse_000048,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,2409:8900:9981:83f2:19ba:4250:fe8:b678,2620:1ec:33:1::11,TCP,443,TCP,443,edge.microsoft.com,bdfef2e4ebd37a55,121,69843,34.242072,false,target_domain_or_tls_dns_related,PC
PC_browse_000049,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,103.213.5.44,172.20.10.2,TCP,61321,TCP,61321,,fcd0950732ffb408,18,5414,9.882141,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
PC_browse_000050,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,172.20.10.2,104.208.16.92,TCP,443,TCP,443,browser.events.data.msn.com,b2e0fcd9b85fb2c5,10,2400,0.597858,false,target_domain_or_tls_dns_related,PC
PC_browse_000051,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,172.20.10.2,104.208.16.92,TCP,443,TCP,443,browser.events.data.msn.com,24695314c7e70d68,10,2432,0.591953,false,target_domain_or_tls_dns_related,PC
PC_browse_000052,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,172.20.10.2,104.208.16.92,TCP,443,TCP,443,browser.events.data.msn.com,c4b1baf453650118,10,2400,0.617734,false,target_domain_or_tls_dns_related,PC
PC_browse_000053,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,,2409:8900:9981:83f2:19ba:4250:fe8:b678,2600:1413:a000::17d2:fa52,TCP,443,TCP,443,assets.msn.com,bb4671f7407e92d5,138,100749,36.207706,false,target_domain_or_tls_dns_related,PC
PC_browse_000055,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,103.213.5.44,TCP,20067,TCP,20067,,b7d1772ed8f244f0,35,13105,0.756443,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
PC_browse_000056,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,103.213.5.44,TCP,20067,TCP,20067,,bfa97a815b7a17d2,39,13401,0.757594,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
PC_browse_000057,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,103.213.5.44,TCP,20067,TCP,20067,,afdfa748a8af0e64,37,13246,0.757078,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
PC_browse_000058,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,103.213.5.44,TCP,20067,TCP,20067,,533a0f8f98798658,39,13356,0.799767,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
PC_browse_000059,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,2409:8900:9981:83f2:19ba:4250:fe8:b678,2409:8c54:1050:fc::87,TCP,80,TCP,80,szextshort.weixin.qq.com,ed47745505efcb29,10,1882,0.227559,unknown,domain_not_in_target_or_background_rules,PC
PC_browse_000060,pc,direct,browser,browser,browse_without_VPN.pcapng,browser,retained_uncertain_for_review,172.20.10.2,103.213.5.44,TCP,20067,TCP,20067,,dcac391e3f2e2c44,34,13032,0.83658,unknown,encrypted_or_ip_only_flow_no_domain_observed,PC
