sample_id,platform,environment,scene,app_name,capture_file,label,notes,source_ip,destination_ip,transport_protocol,destination_port,protocol,dst_port,domain,flow_id,packet_count,byte_count,duration,is_background,filter_reason,source_group
Android_QQ_000154,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.3,111.7.69.180,TCP,443,TCP,443,d.url.cn,3f2fb66e9861b89d,27,13425,14.097917,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000156,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8702:48a8:202:800::1c,TCP,443,TCP,443,downv6.csy.tcdnos.com,d75cf4cbf86b1687,3,282,3.00735,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000157,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,p.iqun.qq.com,da787995a0f96e91,2,472,0.031842,false,target_domain_or_tls_dns_related,Android
Android_QQ_000158,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:1300:700:6a::,TCP,443,TCP,443,qqmc.gtimg.com,22047688dfd7aadf,4,376,7.016433,false,target_domain_or_tls_dns_related,Android
Android_QQ_000159,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,p.iqun.qq.com,a16bddeef38c52a4,2,308,0.032097,false,target_domain_or_tls_dns_related,Android
Android_QQ_000160,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:1300:700:6b::,TCP,443,TCP,443,qqmc.gtimg.com,54a3cb7846f284de,4,376,7.016596,false,target_domain_or_tls_dns_related,Android
Android_QQ_000161,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:1300:700:6b::,TCP,443,TCP,443,qqmc.gtimg.com,fed3611947a09565,4,376,7.014297,false,target_domain_or_tls_dns_related,Android
Android_QQ_000162,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:1300:700:6b::,TCP,443,TCP,443,qqmc.gtimg.com,ce53afa6860d71c9,4,376,7.014226,false,target_domain_or_tls_dns_related,Android
Android_QQ_000163,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:1300:700:6b::,TCP,443,TCP,443,qqmc.gtimg.com,46d9cf1995243779,4,376,7.0141,false,target_domain_or_tls_dns_related,Android
Android_QQ_000164,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:1300:700:6b::,TCP,443,TCP,443,qqmc.gtimg.com,a8849afdff364597,4,376,7.013377,false,target_domain_or_tls_dns_related,Android
Android_QQ_000165,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:8f60:1::15,TCP,443,TCP,443,up-hl.3g.qq.com,eb63c9c96d33d2d3,4,376,7.02254,false,target_domain_or_tls_dns_related,Android
Android_QQ_000166,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.3,111.30.169.26,TCP,443,TCP,443,,ad0252d73bc6b30a,33,11122,13.385064,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_QQ_000167,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:1300:700:6c::1,TCP,443,TCP,443,qqmc.gtimg.com,e10f8793d736e44d,4,376,7.012643,false,target_domain_or_tls_dns_related,Android
Android_QQ_000168,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8746:940:3:37::1,TCP,443,TCP,443,zplan.gtimg.cn,46ee599c90179b34,4,376,7.016015,false,target_domain_or_tls_dns_related,Android
Android_QQ_000169,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8746:940:3:37::1,TCP,443,TCP,443,zplan.gtimg.cn,ee79b72280d9b1ef,4,376,7.015553,false,target_domain_or_tls_dns_related,Android
Android_QQ_000170,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8746:940:3:37::1,TCP,443,TCP,443,zplan.gtimg.cn,7d6a0df5c43a3b65,4,376,7.017851,false,target_domain_or_tls_dns_related,Android
Android_QQ_000171,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8746:940:3:37::1,TCP,443,TCP,443,zplan.gtimg.cn,3224d49759cd7b21,4,376,7.017891,false,target_domain_or_tls_dns_related,Android
Android_QQ_000172,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c20:9c71:121:38::a,TCP,80,TCP,80,showv6.gtimg.cn,f40a37cb7a1f9004,4,376,7.019078,false,target_domain_or_tls_dns_related,Android
Android_QQ_000173,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c44:b00:ff51:37::14,TCP,443,TCP,443,qqmc.gtimg.com,d455522384bdbc2a,4,376,7.012972,false,target_domain_or_tls_dns_related,Android
Android_QQ_000174,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.32.201.106,TCP,443,TCP,443,iv6.gtimg.cn,b073f087fe554251,20,4031,10.150762,false,target_domain_or_tls_dns_related,Android
Android_QQ_000175,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c20:9c71:121:38::a,TCP,443,TCP,443,showv6.gtimg.cn,c113c47be3c776f4,4,376,7.015454,false,target_domain_or_tls_dns_related,Android
Android_QQ_000176,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c10:a80a:1:36::3,TCP,443,TCP,443,iv6.gtimg.cn,43e3e9d0a31b7e41,4,376,7.021229,false,target_domain_or_tls_dns_related,Android
Android_QQ_000177,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.31.3.105,TCP,8081,TCP,8081,aeventlog.beacon.qq.com,26b495faa825b80f,12,2660,0.101239,false,target_domain_or_tls_dns_related,Android
Android_QQ_000181,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2a06:98c1:3106::6812:2a99,TCP,443,TCP,443,api.oaistatsig.com,cb523bc2fd8543d5,1,86,0.0,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000183,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2a06:98c1:3106::6812:2a99,TCP,443,TCP,443,api.oaistatsig.com,c05142ecb6a332ae,13,6775,0.697642,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000185,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.2,104.18.42.153,TCP,443,TCP,443,api.oaistatsig.com,97837696fc508065,26,10518,0.356303,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000186,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8702:48a8:202:800::1d,TCP,443,TCP,443,downv6.csy.tcdnos.com,cdd2c7b624febb85,3,282,3.004261,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000188,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.42.112.71,TCP,443,TCP,443,downv6.qq.com,5a35e43d06937d86,20,6622,4.685476,false,target_domain_or_tls_dns_related,Android
Android_QQ_000189,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.42.112.71,TCP,443,TCP,443,downv6.qq.com,c3fecd5d1651af8c,20,6499,4.683853,false,target_domain_or_tls_dns_related,Android
Android_QQ_000190,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c02:248:101::24,TCP,443,TCP,443,qqdata.ab.qq.com,56e8315e1a09eb55,3,282,3.006556,false,target_domain_or_tls_dns_related,Android
Android_QQ_000191,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c02:248:101::24,TCP,443,TCP,443,qqdata.ab.qq.com,b43f08a952603ed2,3,282,3.006613,false,target_domain_or_tls_dns_related,Android
Android_QQ_000192,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c02:248:101::24,TCP,443,TCP,443,qqdata.ab.qq.com,223394586f98648a,3,282,3.00636,false,target_domain_or_tls_dns_related,Android
Android_QQ_000193,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,q.qlogo.cn,6e2caddcad7a5a84,2,320,0.035299,false,target_domain_or_tls_dns_related,Android
Android_QQ_000194,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,q.qlogo.cn,17b92651f9154134,2,292,0.030869,false,target_domain_or_tls_dns_related,Android
Android_QQ_000195,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.31.3.105,TCP,8081,TCP,8081,aeventlog.beacon.qq.com,056142394946694d,12,2676,0.088403,false,target_domain_or_tls_dns_related,Android
Android_QQ_000196,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c54:871::9c,TCP,443,TCP,443,q.qlogo.cn,36e456aa4eb970b8,3,282,3.007065,false,target_domain_or_tls_dns_related,Android
Android_QQ_000197,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,p.qlogo.cn,6a3213ecb382d16a,2,285,0.022785,false,target_domain_or_tls_dns_related,Android
Android_QQ_000198,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,p.qlogo.cn,60037a778e834601,2,361,0.024568,false,target_domain_or_tls_dns_related,Android
Android_QQ_000199,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c54:871:5::53,TCP,443,TCP,443,p.qlogo.cn,01d63bbbce64fec0,3,282,3.011227,false,target_domain_or_tls_dns_related,Android
Android_QQ_000200,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.30.171.162,TCP,443,TCP,443,tangram.e.qq.com,bf901f07317ed725,23,6702,1.422567,false,target_domain_or_tls_dns_related,Android
Android_QQ_000201,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c54:871:5::53,TCP,443,TCP,443,p.qlogo.cn,5b4a32ab140ada59,3,282,3.004781,false,target_domain_or_tls_dns_related,Android
Android_QQ_000202,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c54:871:5::53,TCP,443,TCP,443,p.qlogo.cn,2c0d2e3d77623ba3,3,282,3.005689,false,target_domain_or_tls_dns_related,Android
Android_QQ_000203,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c62:7120:1:3c::6,TCP,443,TCP,443,showv6.gtimg.cn,75d5f5e8d9037cb9,3,282,3.005869,false,target_domain_or_tls_dns_related,Android
Android_QQ_000204,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c62:7120:1:3c::6,TCP,443,TCP,443,showv6.gtimg.cn,907f5e067c6f12f4,3,282,3.013036,false,target_domain_or_tls_dns_related,Android
Android_QQ_000205,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c62:7120:1:3c::6,TCP,443,TCP,443,showv6.gtimg.cn,57b2fffdd00d9c91,3,282,3.00525,false,target_domain_or_tls_dns_related,Android
Android_QQ_000206,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c62:7120:1:3c::6,TCP,443,TCP,443,showv6.gtimg.cn,563824db2f680d0c,3,282,3.0042,false,target_domain_or_tls_dns_related,Android
Android_QQ_000207,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c62:7120:1:3c::6,TCP,443,TCP,443,showv6.gtimg.cn,4cbe77f842cc430d,3,282,3.006207,false,target_domain_or_tls_dns_related,Android
Android_QQ_000208,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,superplayerso.gtimg.cn,fbad3b6bb57d2a0c,2,355,0.021607,false,target_domain_or_tls_dns_related,Android
Android_QQ_000209,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,superplayerso.gtimg.cn,2cbef8b644d51394,2,331,0.021019,false,target_domain_or_tls_dns_related,Android
Android_QQ_000210,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,tianquan.gtimg.cn,6af213791b06d4d3,2,329,0.027868,false,target_domain_or_tls_dns_related,Android
Android_QQ_000211,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:8100:30:38::2c,TCP,443,TCP,443,superplayerso.gtimg.cn,c18b990dae80684a,3,282,3.005065,false,target_domain_or_tls_dns_related,Android
Android_QQ_000212,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:8100:30:38::2c,TCP,443,TCP,443,superplayerso.gtimg.cn,c2c2fc8af311ae23,3,282,3.009513,false,target_domain_or_tls_dns_related,Android
Android_QQ_000213,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,tianquan.gtimg.cn,85579d66ca8188c9,2,317,0.005637,false,target_domain_or_tls_dns_related,Android
Android_QQ_000214,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c38:70:150:5e::15,TCP,443,TCP,443,tianquan.gtimg.cn,a45f12f5cea6f5f3,3,282,3.007021,false,target_domain_or_tls_dns_related,Android
Android_QQ_000215,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.3,111.132.46.82,TCP,443,TCP,443,downv6.csy.tcdnos.com,6223f315c62e1c1b,1140,1430859,1.322546,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000216,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.31.122.55,TCP,443,TCP,443,qqmc.gtimg.com,8d52291ca02c6c9d,27,8308,0.245427,false,target_domain_or_tls_dns_related,Android
Android_QQ_000217,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.31.122.55,TCP,443,TCP,443,qqmc.gtimg.com,2d431ab78abd0df7,24,8344,0.193073,false,target_domain_or_tls_dns_related,Android
Android_QQ_000218,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.31.122.55,TCP,443,TCP,443,qqmc.gtimg.com,8ad21fe524490ea7,25,8383,0.193098,false,target_domain_or_tls_dns_related,Android
Android_QQ_000219,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.31.122.55,TCP,443,TCP,443,qqmc.gtimg.com,9479740800027716,24,8603,0.20224,false,target_domain_or_tls_dns_related,Android
Android_QQ_000220,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.31.122.55,TCP,443,TCP,443,qqmc.gtimg.com,83bc7c7f56b10361,24,8641,0.183758,false,target_domain_or_tls_dns_related,Android
Android_QQ_000221,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,183.194.237.168,TCP,443,TCP,443,up-hl.3g.qq.com,a46b402c99d015a1,23,6878,1.165131,false,target_domain_or_tls_dns_related,Android
Android_QQ_000224,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2a03:2880:f134:83:face:b00c:0:25de,TCP,443,TCP,443,chatgpt.com,90a1337b81c33c0b,4,344,7.002255,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000225,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.3,223.70.72.190,TCP,49156,TCP,49156,f897cb9ec3e76b10371a06fced5993e9.rdt.tfogc.com,e6cc620e910248eb,1127,1415227,0.997407,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000226,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:8100:30:38::2c,TCP,443,TCP,443,superplayerso.gtimg.cn,7405964b03ed1111,3,282,3.009409,false,target_domain_or_tls_dns_related,Android
Android_QQ_000227,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:8100:30:38::2c,TCP,443,TCP,443,superplayerso.gtimg.cn,001531ba14e907b5,3,282,3.012872,false,target_domain_or_tls_dns_related,Android
Android_QQ_000228,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.32.232.220,TCP,443,TCP,443,wa.qq.com,0f3a1ad468464470,107,87860,0.758334,false,target_domain_or_tls_dns_related,Android
Android_QQ_000229,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.2,157.240.1.50,TCP,443,TCP,443,chatgpt.com,cdd324eff08341a5,4,264,7.002985,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000230,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,120.238.119.57,TCP,443,TCP,443,zplan.gtimg.cn,d24076e4b3f997e4,314,349824,3.157988,false,target_domain_or_tls_dns_related,Android
Android_QQ_000231,mobile,direct,chat,qq,QQ.pcapng,chat,,111.32.200.62,172.20.10.3,TCP,33894,TCP,33894,iv6.gtimg.cn,1a080bdb374d020d,4,264,3.088376,false,target_domain_or_tls_dns_related,Android
Android_QQ_000232,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,120.238.119.57,TCP,443,TCP,443,zplan.gtimg.cn,605a3cad57da085a,308,342477,1.204427,false,target_domain_or_tls_dns_related,Android
Android_QQ_000233,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,120.238.119.57,TCP,443,TCP,443,zplan.gtimg.cn,d4cd6dd22e956534,311,343724,3.153298,false,target_domain_or_tls_dns_related,Android
Android_QQ_000234,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,120.238.119.57,TCP,443,TCP,443,zplan.gtimg.cn,1671243c3c055f93,312,330643,3.153318,false,target_domain_or_tls_dns_related,Android
Android_QQ_000235,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.3,120.233.38.96,TCP,80,TCP,80,,a9d3b32732a7f57b,38,25249,0.668327,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_QQ_000236,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.30.171.162,TCP,443,TCP,443,tangram.e.qq.com,8b186bf74d518303,30,10089,2.886421,false,target_domain_or_tls_dns_related,Android
Android_QQ_000237,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.3,120.233.38.96,TCP,80,TCP,80,,6ae079ce9b4cf857,22,10804,1.21986,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_QQ_000238,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,223.109.78.52,TCP,80,TCP,80,showv6.gtimg.cn,f7aa73dc725b7a11,10,1234,0.393207,false,target_domain_or_tls_dns_related,Android
Android_QQ_000239,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c3c:1300:700:6b::,TCP,443,TCP,443,qqmc.gtimg.com,209fb0d41ddeb6be,2,188,1.002242,false,target_domain_or_tls_dns_related,Android
Android_QQ_000240,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.3,120.233.38.96,TCP,80,TCP,80,,11bfc71e23a47ec4,15,6079,2.74185,unknown,encrypted_or_ip_only_flow_no_domain_observed,Android
Android_QQ_000241,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,223.109.78.52,TCP,443,TCP,443,showv6.gtimg.cn,11963b5c9338466d,34,19471,2.716214,false,target_domain_or_tls_dns_related,Android
Android_QQ_000242,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,showv6.gtimg.cn,babf947afdafcad2,2,339,0.028801,false,target_domain_or_tls_dns_related,Android
Android_QQ_000243,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,showv6.gtimg.cn,629a38f9f9b6c092,2,315,0.02784,false,target_domain_or_tls_dns_related,Android
Android_QQ_000244,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c44:b00:ff53:37::1,TCP,443,TCP,443,qqmc.gtimg.com,361a3fe1351323a9,2,188,1.007444,false,target_domain_or_tls_dns_related,Android
Android_QQ_000245,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c44:b00:ff53:37::1,TCP,443,TCP,443,qqmc.gtimg.com,776b8fdda12f12f2,2,188,1.000159,false,target_domain_or_tls_dns_related,Android
Android_QQ_000246,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c62:7120:1:3c::6,TCP,443,TCP,443,showv6.gtimg.cn,653055496c4d7b89,2,188,1.003472,false,target_domain_or_tls_dns_related,Android
Android_QQ_000247,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c44:b00:ff53:37::1,TCP,443,TCP,443,qqmc.gtimg.com,e87e28a77681670a,2,188,1.003803,false,target_domain_or_tls_dns_related,Android
Android_QQ_000248,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c44:b00:ff53:37::1,TCP,443,TCP,443,qqmc.gtimg.com,346827157fa9a40d,2,188,1.003892,false,target_domain_or_tls_dns_related,Android
Android_QQ_000249,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,sdkreport.e.qq.com,d9c0859b8e870607,2,308,0.025996,false,target_domain_or_tls_dns_related,Android
Android_QQ_000250,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,sdkreport.e.qq.com,bb3474062dd181f5,2,212,0.028359,false,target_domain_or_tls_dns_related,Android
Android_QQ_000251,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c02:24c:c6:4f::,TCP,443,TCP,443,downv6.qq.com,60607449c9e1297a,2,188,1.000116,false,target_domain_or_tls_dns_related,Android
Android_QQ_000252,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,tim-1258344701.shiply-cdn.qq.com,ae90de25534f781c,2,390,0.038242,false,target_domain_or_tls_dns_related,Android
Android_QQ_000253,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c02:24c:c6:4f::,TCP,443,TCP,443,downv6.qq.com,d93628da2c355e01,2,188,1.004153,false,target_domain_or_tls_dns_related,Android
Android_QQ_000254,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,yun-hl.3g.qq.com,0a576d1e85eb6367,2,272,0.032154,false,target_domain_or_tls_dns_related,Android
Android_QQ_000255,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2402:4e00:8030:1::2,TCP,443,TCP,443,sdkreport.e.qq.com,aca49565e21bb198,2,188,1.001417,false,target_domain_or_tls_dns_related,Android
Android_QQ_000256,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.31.2.176,TCP,443,TCP,443,yun-hl.3g.qq.com,c8c43e110a5b37a7,19,6499,2.502276,false,target_domain_or_tls_dns_related,Android
Android_QQ_000257,mobile,direct,chat,qq,QQ.pcapng,chat,,fe80::2db:7fff:fe61:fda8,fe80::e0bd:a0ff:fe0b:664,UDP,53,UDP,53,tim-1258344701.shiply-cdn.qq.com,8cd4596ce9a4aac4,2,366,0.026291,false,target_domain_or_tls_dns_related,Android
Android_QQ_000259,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c20:9c71:121:38::a,TCP,443,TCP,443,showv6.gtimg.cn,c36d3b902cfa6846,2,188,1.002065,false,target_domain_or_tls_dns_related,Android
Android_QQ_000262,mobile,direct,chat,qq,QQ.pcapng,chat,retained_uncertain_for_review,172.20.10.3,223.70.75.154,TCP,49156,TCP,49156,6eaeea50ef7ecd0b86004fca61cb1d7b.rdt.tfogc.com,d904ca2cd7524641,1172,1417757,2.428866,unknown,domain_not_in_target_or_background_rules,Android
Android_QQ_000264,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c20:9c71:121:38::a,TCP,443,TCP,443,showv6.gtimg.cn,609fcd5c00a4dd1e,2,188,1.001516,false,target_domain_or_tls_dns_related,Android
Android_QQ_000265,mobile,direct,chat,qq,QQ.pcapng,chat,,172.20.10.3,111.32.201.106,TCP,443,TCP,443,iv6.gtimg.cn,15638951a37b205d,340,345130,2.316495,false,target_domain_or_tls_dns_related,Android
Android_QQ_000266,mobile,direct,chat,qq,QQ.pcapng,chat,,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c10:a80a:1:36::3,TCP,443,TCP,443,iv6.gtimg.cn,126911022fc337d1,2,188,1.001111,false,target_domain_or_tls_dns_related,Android
